N,종목명,현재가,전일비,등락률,액면가,매출액,자산총계,영업이익
260.0,KODEX 인버스,4690.0,15.0,+0.32%,0.0,,,
261.0,태광산업,697000.0,0.0,0.00%,5000.0,27039.0,49100.0,-1221.0
262.0,효성중공업,81800.0,1400.0,+1.74%,5000.0,35101.0,46935.0,1432.0
263.0,세방전지,54400.0,700.0,-1.27%,500.0,14731.0,16770.0,811.0
264.0,녹십자홀딩스,16040.0,430.0,+2.75%,500.0,20796.0,35921.0,712.0
265.0,DN오토모티브,75000.0,900.0,-1.19%,500.0,31564.0,45916.0,4215.0
266.0,TIGER 200 IT,29870.0,110.0,-0.37%,0.0,,,
267.0,자화전자,33350.0,950.0,+2.93%,500.0,2923.0,5058.0,-117.0
268.0,SNT모티브,49400.0,1300.0,+2.70%,5000.0,10449.0,12255.0,1119.0
269.0,CJ CGV,14970.0,80.0,-0.53%,500.0,12813.0,36015.0,-768.0
270.0,케이카,14800.0,40.0,+0.27%,500.0,21773.0,5344.0,500.0
271.0,신세계인터내셔날,19700.0,330.0,+1.70%,1000.0,15539.0,12787.0,1153.0
272.0,KCC글라스,43850.0,3150.0,-6.70%,1000.0,14437.0,22096.0,1192.0
273.0,미원에스씨,137100.0,100.0,+0.07%,500.0,6116.0,4757.0,809.0
274.0,KODEX 자동차,18350.0,65.0,-0.35%,0.0,,,
275.0,이엔플러스,11160.0,480.0,-4.12%,500.0,269.0,1203.0,-132.0
276.0,대신증권,13250.0,10.0,+0.08%,5000.0,42313.0,212107.0,2535.0
277.0,대상,19370.0,10.0,-0.05%,1000.0,40841.0,31902.0,1400.0
278.0,SBS,36700.0,100.0,+0.27%,5000.0,11738.0,14079.0,1856.0
279.0,한세실업,16650.0,300.0,-1.77%,500.0,22048.0,12392.0,1796.0
280.0,우리종금,757.0,1.0,-0.13%,500.0,4066.0,56572.0,1230.0
281.0,ACE 종합채권(AA-이상)KIS액티브,96835.0,335.0,+0.35%,0.0,,,
282.0,LX홀딩스,8590.0,30.0,+0.35%,1000.0,2369.0,16350.0,1589.0
283.0,SPC삼립,75100.0,200.0,-0.27%,5000.0,33145.0,12954.0,895.0
284.0,드림텍,9490.0,130.0,-1.35%,100.0,13686.0,8254.0,967.0
285.0,대한해운,2005.0,0.0,0.00%,500.0,16120.0,44903.0,2677.0
286.0,경동나비엔,43750.0,1300.0,+3.06%,1000.0,11609.0,10180.0,598.0
287.0,바이오노트,6250.0,120.0,+1.96%,500.0,4797.0,17570.0,2954.0
288.0,한국단자,60700.0,0.0,0.00%,500.0,11681.0,12898.0,643.0
289.0,KODEX MSCI Korea TR,11045.0,30.0,-0.27%,0.0,,,
290.0,SK디스커버리,33100.0,550.0,+1.69%,5000.0,87171.0,117801.0,3622.0
291.0,동원F&B,32400.0,200.0,-0.61%,1000.0,40236.0,20717.0,1287.0
292.0,세아제강지주,150800.0,2200.0,+1.48%,5000.0,39538.0,35721.0,5672.0
293.0,TIGER KOFR금리액티브(합성),101460.0,10.0,+0.01%,0.0,,,
294.0,한섬,25100.0,50.0,+0.20%,500.0,15422.0,16847.0,1683.0
295.0,동양생명,3830.0,70.0,-1.79%,5000.0,102796.0,374202.0,1299.0
296.0,삼양홀딩스,72000.0,700.0,-0.96%,5000.0,33168.0,45478.0,1323.0
297.0,제주은행,19050.0,790.0,-3.98%,5000.0,2756.0,73203.0,270.0
298.0,티웨이항공,3125.0,10.0,+0.32%,500.0,5258.0,10425.0,-1039.0
299.0,보령,8780.0,280.0,+3.29%,500.0,7605.0,8924.0,566.0
300.0,ARIRANG 200,33065.0,110.0,-0.33%,0.0,,,
301.0,삼천리,146700.0,4400.0,+3.09%,5000.0,57891.0,50220.0,912.0
302.0,이수페타시스,9320.0,500.0,-5.09%,1000.0,6429.0,5460.0,1166.0
303.0,애경산업,22200.0,250.0,+1.14%,1000.0,6104.0,4826.0,390.0
304.0,쏘카,17790.0,140.0,-0.78%,100.0,3976.0,5857.0,95.0
305.0,한화투자증권,2715.0,10.0,+0.37%,5000.0,21143.0,121112.0,344.0
306.0,KBSTAR 단기통안채,107700.0,5.0,0.00%,0.0,,,
307.0,현대홈쇼핑,47700.0,350.0,-0.73%,5000.0,21017.0,27820.0,1106.0
308.0,KBSTAR 23-11 회사채(AA-이상)액티브,51530.0,5.0,+0.01%,0.0,,,
309.0,프레스티지바이오파마,9480.0,210.0,+2.27%,0.0,,5176.0,-235.0
310.0,부광약품,8010.0,140.0,+1.78%,500.0,1909.0,4009.0,-2.0
311.0,엠씨넥스,31550.0,200.0,+0.64%,500.0,11086.0,5389.0,107.0
312.0,쿠쿠홈시스,25100.0,100.0,+0.40%,100.0,9381.0,10170.0,1199.0
313.0,ACE 미국S&P500,13690.0,260.0,-1.86%,0.0,,,
314.0,파미셀,9340.0,240.0,+2.64%,500.0,602.0,1127.0,89.0
315.0,QV 코스피 변동성 매칭형 양매도 ETN,7970.0,0.0,0.00%,0.0,,,
316.0,영진약품,3025.0,45.0,+1.51%,500.0,2184.0,2031.0,-74.0
317.0,HSD엔진,7730.0,150.0,-1.90%,1000.0,7642.0,9562.0,-295.0
318.0,쿠쿠홀딩스,15550.0,50.0,+0.32%,100.0,7556.0,11495.0,879.0
319.0,JW중외제약,24200.0,950.0,+4.09%,2500.0,6844.0,6280.0,630.0
320.0,티와이홀딩스,10850.0,20.0,+0.18%,500.0,3536.0,22830.0,224.0
321.0,일동제약,20500.0,400.0,+1.99%,1000.0,6377.0,6558.0,-735.0
322.0,LG생활건강우,258000.0,4000.0,-1.53%,5000.0,,,
323.0,지누스,28550.0,550.0,+1.96%,500.0,11596.0,11148.0,656.0
324.0,삼성화재우,168700.0,100.0,+0.06%,500.0,,,
325.0,삼성SDI우,332000.0,1000.0,+0.30%,5000.0,,,
326.0,DI동일,20500.0,100.0,+0.49%,500.0,9137.0,10003.0,448.0
327.0,동일산업,220000.0,0.0,0.00%,5000.0,4981.0,4994.0,226.0
328.0,유안타증권,2670.0,5.0,+0.19%,5000.0,24790.0,134199.0,433.0
329.0,TIGER 단기채권액티브,51920.0,5.0,+0.01%,0.0,,,
330.0,동아쏘시오홀딩스,82600.0,900.0,+1.10%,5000.0,10149.0,17315.0,379.0
331.0,KOSEF 국고채10년,112730.0,455.0,+0.41%,0.0,,,
332.0,KODEX 선진국MSCI World,21390.0,225.0,-1.04%,0.0,,,
333.0,TIGER 24-10 회사채(A+이상)액티브,52715.0,45.0,+0.09%,0.0,,,
334.0,신영증권,55700.0,100.0,+0.18%,5000.0,21122.0,110850.0,1213.0
335.0,서울가스,104300.0,3500.0,-3.25%,5000.0,17245.0,18713.0,33.0
336.0,HANARO 200,32685.0,95.0,-0.29%,0.0,,,
337.0,미래에셋증권2우B,3670.0,10.0,-0.27%,5000.0,,,
338.0,KG케미칼,36950.0,1500.0,-3.90%,5000.0,66074.0,69819.0,5011.0
339.0,한화손해보험,4340.0,65.0,-1.48%,5000.0,84738.0,203827.0,2457.0
340.0,LF,17290.0,20.0,+0.12%,5000.0,19685.0,25840.0,1852.0
341.0,SK디앤디,22300.0,300.0,-1.33%,1000.0,5634.0,21916.0,643.0
342.0,TIGER 차이나항셍테크,5600.0,30.0,-0.53%,0.0,,,
343.0,NICE,13000.0,70.0,-0.54%,500.0,27529.0,33786.0,1452.0
344.0,KOSEF 200TR,40390.0,110.0,-0.27%,0.0,,,
345.0,미래에셋생명,2760.0,70.0,-2.47%,5000.0,33663.0,372500.0,880.0
346.0,동아에스티,56600.0,1300.0,+2.35%,5000.0,6354.0,11577.0,167.0
347.0,한국카본,11080.0,70.0,-0.63%,500.0,3693.0,5853.0,248.0
348.0,TIGER 글로벌리튬&2차전지SOLACTIVE(합성),8850.0,15.0,-0.17%,0.0,,,
349.0,화신,13700.0,140.0,+1.03%,500.0,16903.0,10046.0,874.0
350.0,고려제강,19040.0,30.0,+0.16%,1000.0,20726.0,25328.0,1335.0
351.0,화승엔터프라이즈,7850.0,50.0,+0.64%,500.0,16540.0,14758.0,528.0
352.0,롯데손해보험,1523.0,9.0,-0.59%,1000.0,36130.0,179258.0,-765.0
353.0,KODEX 미국S&P500TR,12150.0,225.0,-1.82%,0.0,,,
354.0,진원생명과학,6040.0,50.0,+0.83%,1000.0,487.0,2229.0,-401.0
355.0,코람코에너지리츠,5290.0,0.0,0.00%,500.0,344.0,12796.0,236.0
356.0,HD현대에너지솔루션,41450.0,400.0,-0.96%,5000.0,9848.0,6528.0,902.0
357.0,콘텐트리중앙,24000.0,550.0,-2.24%,5000.0,8521.0,25881.0,-716.0
358.0,세아홀딩스,113800.0,700.0,+0.62%,5000.0,67458.0,59200.0,1961.0
359.0,현대그린푸드,13260.0,60.0,+0.45%,500.0,,,
360.0,삼화콘덴서,43200.0,3250.0,-7.00%,1000.0,2635.0,2875.0,305.0
361.0,ACE 미국나스닥100,13275.0,195.0,-1.45%,0.0,,,
362.0,KB스타리츠,4380.0,35.0,+0.81%,500.0,325.0,10058.0,116.0
363.0,이아이디,2105.0,120.0,-5.39%,200.0,2692.0,5662.0,-128.0
364.0,삼성 레버리지 WTI원유 선물 ETN,1085.0,85.0,-7.26%,0.0,,,
365.0,에어부산,3750.0,60.0,+1.63%,1000.0,4050.0,12279.0,-813.0
366.0,빙그레,44300.0,600.0,+1.37%,5000.0,12677.0,7693.0,394.0
367.0,ARIRANG 종합채권(AA-이상)액티브,103450.0,150.0,+0.15%,0.0,,,
368.0,유니드,64400.0,1600.0,-2.42%,5000.0,14049.0,14893.0,1479.0
369.0,SGC에너지,29550.0,100.0,-0.34%,5000.0,28233.0,30544.0,2094.0
370.0,TIGER 미국달러단기채권액티브,11455.0,130.0,-1.12%,0.0,,,
371.0,대성홀딩스,26800.0,1050.0,-3.77%,1000.0,12532.0,13913.0,70.0
372.0,SIMPAC,6590.0,130.0,+2.01%,500.0,6722.0,9651.0,1189.0
373.0,남해화학,8640.0,80.0,-0.92%,1000.0,21696.0,9029.0,626.0
374.0,롯데정보통신,27850.0,950.0,-3.30%,5000.0,10477.0,8719.0,343.0
375.0,신한알파리츠,5800.0,20.0,-0.34%,1000.0,506.0,19289.0,265.0
376.0,삼양사,41050.0,250.0,-0.61%,5000.0,26524.0,29496.0,820.0
377.0,KODEX 미국나스닥100TR,11450.0,165.0,-1.42%,0.0,,,
378.0,ACE 200,32770.0,95.0,-0.29%,0.0,,,
379.0,세아제강,147600.0,100.0,-0.07%,5000.0,18018.0,14651.0,2152.0
380.0,신성이엔지,2030.0,10.0,-0.49%,500.0,6641.0,5776.0,210.0
381.0,KODEX 미국FANG플러스(H),22570.0,15.0,-0.07%,0.0,,,
382.0,한미글로벌,37400.0,2250.0,-5.67%,500.0,3744.0,3731.0,307.0
383.0,아세아시멘트,10480.0,10.0,+0.10%,500.0,10401.0,20400.0,1180.0
384.0,KODEX 단기변동금리부채권액티브,106560.0,5.0,0.00%,0.0,,,
385.0,송원산업,16880.0,170.0,-1.00%,500.0,13295.0,12173.0,1851.0
386.0,BGF,4200.0,10.0,-0.24%,1000.0,4350.0,19380.0,612.0
387.0,KODEX 코스닥150,12860.0,95.0,+0.74%,0.0,,,
388.0,서연이화,14850.0,30.0,-0.20%,500.0,28453.0,19303.0,1507.0
389.0,쎌마테라퓨틱스,6410.0,0.0,0.00%,500.0,76.0,163.0,-30.0
390.0,삼성FN리츠,5140.0,70.0,+1.38%,500.0,,,
391.0,국도화학,44050.0,50.0,-0.11%,5000.0,16018.0,14991.0,969.0
392.0,HDC,6620.0,70.0,+1.07%,5000.0,50449.0,115923.0,1585.0
393.0,아모레퍼시픽우,37450.0,800.0,-2.09%,500.0,,,
394.0,TIGER KRX2차전지K-뉴딜,18275.0,90.0,-0.49%,0.0,,,
395.0,조선내화,9850.0,450.0,-4.37%,500.0,7980.0,16204.0,226.0
396.0,신영증권우,55600.0,0.0,0.00%,5000.0,,,
397.0,케이씨텍,18660.0,20.0,-0.11%,500.0,3782.0,4833.0,603.0
398.0,코오롱플라스틱,10200.0,200.0,+2.00%,1000.0,5181.0,3870.0,460.0
399.0,신한 레버리지 WTI원유 선물 ETN(H),775.0,65.0,-7.74%,0.0,,,
400.0,풀무원,10120.0,100.0,-0.98%,500.0,28383.0,20492.0,263.0
401.0,TYM,2490.0,0.0,0.00%,500.0,11661.0,7821.0,1220.0
402.0,맵스리얼티1,4080.0,10.0,+0.25%,0.0,,,
403.0,휴스틸,6690.0,30.0,+0.45%,1000.0,10309.0,12064.0,2892.0
404.0,풍산홀딩스,37300.0,250.0,-0.67%,5000.0,3877.0,11428.0,802.0
405.0,유나이티드제약,22950.0,850.0,+3.85%,500.0,2625.0,4179.0,482.0
406.0,조일알미늄,2935.0,135.0,-4.40%,500.0,5624.0,3677.0,158.0
407.0,한국자산신탁,2975.0,15.0,+0.51%,500.0,2330.0,13638.0,1469.0
408.0,세진중공업,6430.0,130.0,-1.98%,500.0,4101.0,5518.0,249.0
409.0,TIGER 일본니케이225,16885.0,15.0,-0.09%,0.0,,,
410.0,DB,1811.0,139.0,-7.13%,500.0,4013.0,4143.0,236.0
411.0,웅진씽크빅,3125.0,5.0,+0.16%,500.0,9333.0,7908.0,276.0
412.0,남양유업,499500.0,11500.0,-2.25%,5000.0,9647.0,9023.0,-868.0
413.0,일성신약,27000.0,100.0,+0.37%,1000.0,612.0,4944.0,13.0
414.0,LX하우시스,40000.0,1250.0,+3.23%,5000.0,36112.0,24837.0,149.0
415.0,SK렌터카,7530.0,30.0,-0.40%,500.0,12465.0,33420.0,951.0
416.0,HL홀딩스,34000.0,0.0,0.00%,5000.0,12771.0,22799.0,858.0
417.0,YG PLUS,5610.0,20.0,-0.36%,500.0,1402.0,2414.0,103.0
418.0,현대퓨처넷,3160.0,40.0,+1.28%,500.0,1542.0,9153.0,95.0
419.0,한일홀딩스,11260.0,20.0,-0.18%,1000.0,19656.0,32680.0,1325.0
420.0,영풍제지,17300.0,100.0,+0.58%,500.0,1054.0,2037.0,78.0
421.0,에이프로젠,1361.0,100.0,+7.93%,500.0,783.0,5999.0,-1193.0
422.0,신도리코,34200.0,50.0,-0.15%,5000.0,3782.0,10385.0,-22.0
423.0,효성화학,107200.0,700.0,-0.65%,5000.0,28786.0,31311.0,-3367.0
424.0,스카이라이프,7130.0,20.0,+0.28%,2500.0,10342.0,13613.0,632.0
425.0,한화리츠,4815.0,185.0,-3.70%,500.0,,3.0,0.0
426.0,이연제약,18820.0,320.0,+1.73%,500.0,1540.0,4847.0,96.0
427.0,한국토지신탁,1336.0,4.0,-0.30%,1000.0,2129.0,17181.0,533.0
428.0,신대양제지,8350.0,0.0,0.00%,500.0,6764.0,8845.0,509.0
429.0,일양약품,17620.0,390.0,+2.26%,2500.0,3838.0,4982.0,404.0
430.0,KISCO홀딩스,20750.0,0.0,0.00%,1000.0,18106.0,17359.0,1979.0
431.0,대한제강,13610.0,40.0,-0.29%,1000.0,21416.0,12205.0,2154.0
432.0,E1,48800.0,400.0,+0.83%,5000.0,79908.0,43397.0,2787.0
433.0,서흥,28900.0,50.0,+0.17%,500.0,6350.0,9264.0,620.0
434.0,퍼시스,29000.0,100.0,+0.35%,1000.0,3813.0,5448.0,327.0
435.0,대원제약,15140.0,180.0,+1.20%,500.0,4789.0,4536.0,430.0
436.0,KODEX 반도체,27470.0,475.0,-1.70%,0.0,,,
437.0,한일현대시멘트,17150.0,30.0,-0.17%,5000.0,4712.0,6491.0,352.0
438.0,조광피혁,49800.0,1600.0,+3.32%,5000.0,1220.0,4420.0,5.0
439.0,아이마켓코리아,9880.0,40.0,-0.40%,500.0,35882.0,12250.0,563.0
440.0,대신증권우,12700.0,110.0,-0.86%,5000.0,,,
441.0,농심홀딩스,71000.0,500.0,+0.71%,5000.0,6746.0,13891.0,528.0
442.0,잇츠한불,15000.0,50.0,+0.33%,500.0,1307.0,4862.0,48.0
443.0,코리아써키트,13900.0,290.0,-2.04%,500.0,15969.0,12934.0,992.0
444.0,KEC,2265.0,50.0,-2.16%,500.0,2562.0,4011.0,180.0
445.0,알루코,3640.0,185.0,-4.84%,500.0,6454.0,8169.0,346.0
446.0,TIGER 글로벌자율주행&전기차SOLACTIVE,9570.0,115.0,-1.19%,0.0,,,
447.0,교보증권,5030.0,20.0,-0.40%,5000.0,40659.0,134173.0,517.0
448.0,방림,7680.0,390.0,+5.35%,500.0,1558.0,2652.0,21.0
449.0,한화3우B,14370.0,130.0,-0.90%,5000.0,,,
450.0,세방,16720.0,310.0,-1.82%,500.0,12904.0,12810.0,451.0
451.0,한화갤러리아,1660.0,28.0,-1.66%,500.0,,,
452.0,LG헬로비전,4145.0,20.0,+0.48%,2500.0,11679.0,14280.0,538.0
453.0,SK증권,678.0,4.0,-0.59%,500.0,12507.0,64648.0,179.0
454.0,엘브이엠씨홀딩스,1863.0,3.0,-0.16%,0.0,2493.0,6673.0,-144.0
455.0,에스엠벡셀,2870.0,165.0,+6.10%,500.0,1368.0,1496.0,34.0
456.0,지역난방공사,27550.0,200.0,+0.73%,5000.0,41730.0,74781.0,-4039.0
457.0,아세아,147300.0,800.0,+0.55%,5000.0,20723.0,31824.0,2326.0
458.0,흥아해운,1325.0,2.0,+0.15%,500.0,1779.0,3171.0,297.0
459.0,TIGER 미국S&P500선물(H),47330.0,390.0,-0.82%,0.0,,,
460.0,이리츠코크렙,5020.0,25.0,+0.50%,500.0,217.0,6930.0,167.0
461.0,삼진제약,22850.0,250.0,+1.11%,1000.0,2740.0,4066.0,232.0
462.0,KOSEF 200,32575.0,95.0,-0.29%,0.0,,,
463.0,남선알미늄,2445.0,60.0,-2.40%,500.0,2557.0,4012.0,-25.0
464.0,아세아제지,35150.0,350.0,-0.99%,5000.0,10234.0,10349.0,1094.0
465.0,포스코스틸리온,52300.0,2400.0,-4.39%,5000.0,12021.0,5545.0,382.0
466.0,일신방직,13450.0,10.0,+0.07%,500.0,5931.0,11767.0,-160.0
467.0,CJ4우(전환),73800.0,700.0,-0.94%,5000.0,,,
468.0,신성통상,2170.0,10.0,-0.46%,500.0,14658.0,10228.0,1399.0
469.0,한농화성,19940.0,860.0,-4.13%,500.0,2394.0,2254.0,45.0
470.0,수산인더스트리,21800.0,50.0,-0.23%,200.0,3035.0,5772.0,506.0
471.0,SNT다이내믹스,9350.0,230.0,-2.40%,2500.0,4080.0,9310.0,258.0
472.0,HJ중공업,3705.0,60.0,-1.59%,5000.0,17882.0,25677.0,66.0
473.0,광동제약,5870.0,90.0,+1.56%,1000.0,14315.0,9320.0,382.0
474.0,환인제약,16250.0,10.0,-0.06%,500.0,1989.0,3694.0,298.0
475.0,DL건설,13680.0,40.0,+0.29%,5000.0,19624.0,17468.0,811.0
476.0,TRUE KIS CD금리투자 ETN,50180.0,0.0,0.00%,0.0,,,
477.0,한국쉘석유,230000.0,500.0,-0.22%,5000.0,3016.0,1723.0,351.0
478.0,한진,19910.0,40.0,-0.20%,5000.0,28494.0,40932.0,1145.0
479.0,STX엔진,12730.0,10.0,-0.08%,2500.0,5440.0,8534.0,-88.0
480.0,모토닉,8850.0,40.0,-0.45%,500.0,2239.0,4641.0,138.0
481.0,경방,10560.0,70.0,+0.67%,500.0,3892.0,12483.0,319.0
482.0,한국철강,6810.0,10.0,-0.15%,1000.0,10642.0,9387.0,1215.0
483.0,락앤락,5730.0,10.0,+0.17%,500.0,5212.0,7085.0,23.0
484.0,삼양패키징,18010.0,230.0,+1.29%,5000.0,4074.0,6426.0,237.0
485.0,백광산업,6330.0,220.0,-3.36%,500.0,2327.0,4032.0,279.0
486.0,도화엔지니어링,8400.0,120.0,-1.41%,500.0,5558.0,5226.0,119.0
487.0,KODEX 은행,5905.0,0.0,0.00%,0.0,,,
488.0,현대차증권,8920.0,40.0,-0.45%,5000.0,11860.0,102331.0,1146.0
489.0,삼익THK,13450.0,50.0,+0.37%,500.0,3391.0,4440.0,206.0
490.0,BYC,451000.0,1000.0,-0.22%,5000.0,1697.0,6689.0,253.0
491.0,일진다이아,19800.0,180.0,-0.90%,1000.0,1868.0,5993.0,33.0
492.0,태경산업,9610.0,1310.0,-12.00%,500.0,7334.0,6250.0,549.0
493.0,대한제당,3130.0,85.0,-2.64%,500.0,13781.0,12195.0,381.0
494.0,대한방직,52700.0,100.0,-0.19%,1000.0,1915.0,2106.0,-39.0
495.0,자이에스앤디,7170.0,410.0,+6.07%,1000.0,24790.0,19527.0,1989.0
496.0,코오롱글로벌,14670.0,50.0,+0.34%,5000.0,26021.0,28341.0,1667.0
497.0,제일약품,18770.0,340.0,+1.84%,500.0,7222.0,4569.0,-135.0
498.0,유니온머티리얼,6570.0,150.0,-2.23%,500.0,1261.0,2042.0,8.0
499.0,에이프로젠바이오로직스,413.0,28.0,+7.27%,500.0,652.0,6761.0,-54.0
500.0,일진전기,7380.0,20.0,-0.27%,1000.0,11647.0,8395.0,315.0
501.0,한국콜마홀딩스,14700.0,20.0,-0.14%,500.0,6499.0,12691.0,330.0
502.0,유니퀘스트,9960.0,80.0,-0.80%,500.0,7395.0,6107.0,409.0
503.0,KBSTAR Fn수소경제테마,9960.0,80.0,-0.80%,0.0,,,
504.0,KODEX 코스피,25390.0,20.0,+0.08%,0.0,,,
505.0,키다리스튜디오,7280.0,10.0,+0.14%,500.0,1694.0,3788.0,43.0
506.0,TIGER 중장기국채,49475.0,145.0,+0.29%,0.0,,,
507.0,롯데하이마트,11380.0,20.0,-0.18%,5000.0,33368.0,24642.0,-520.0
508.0,대상홀딩스,7400.0,50.0,+0.68%,1000.0,52267.0,40153.0,1438.0
509.0,케이씨,19760.0,40.0,-0.20%,500.0,8580.0,10046.0,1012.0
510.0,한솔제지,11210.0,10.0,-0.09%,5000.0,24580.0,22100.0,1302.0
511.0,하나제약,14920.0,550.0,+3.83%,500.0,2108.0,3460.0,312.0
512.0,그린케미칼,11000.0,370.0,-3.25%,500.0,3249.0,1966.0,172.0
513.0,신세계 I&C,15340.0,140.0,+0.92%,500.0,5969.0,4829.0,375.0
514.0,광주신세계,32900.0,100.0,-0.30%,1000.0,1849.0,9135.0,656.0
515.0,SNT홀딩스,16120.0,210.0,+1.32%,500.0,16295.0,25584.0,1447.0
516.0,현대비앤지스틸,17350.0,590.0,-3.29%,5000.0,12812.0,8578.0,335.0
517.0,만호제강,63000.0,3000.0,+5.00%,1000.0,2537.0,2570.0,2.0
518.0,현대지에프홀딩스,4095.0,20.0,-0.49%,500.0,39232.0,31851.0,600.0
519.0,종근당홀딩스,51800.0,800.0,+1.57%,2500.0,9090.0,13764.0,-329.0
520.0,테이팩스,54800.0,400.0,-0.72%,500.0,1823.0,1976.0,255.0
521.0,사조대림,28150.0,50.0,-0.18%,5000.0,20188.0,11683.0,977.0
522.0,AK홀딩스,19460.0,210.0,-1.07%,5000.0,37880.0,50043.0,-218.0
523.0,코오롱,20400.0,200.0,+0.99%,5000.0,56599.0,44775.0,3110.0
524.0,스틱인베스트먼트,6180.0,20.0,+0.32%,500.0,604.0,2539.0,103.0
525.0,현대차3우B,107000.0,0.0,0.00%,5000.0,,,
526.0,SOL 종합채권(AA-이상)액티브,102550.0,310.0,+0.30%,0.0,,,
527.0,KBSTAR KIS국고채30년Enhanced,72330.0,530.0,+0.74%,0.0,,,
528.0,GS글로벌,3110.0,155.0,-4.75%,2500.0,50709.0,14194.0,705.0
529.0,TIGER Fn반도체TOP10,7795.0,85.0,-1.08%,0.0,,,
530.0,코오롱모빌리티그룹,4075.0,5.0,+0.12%,500.0,,,
531.0,KBSTAR 단기종합채권(AA-이상)액티브,104070.0,10.0,+0.01%,0.0,,,
532.0,대동,10670.0,40.0,-0.37%,1000.0,14637.0,17138.0,883.0
533.0,한전산업,7830.0,40.0,+0.51%,500.0,3460.0,1578.0,187.0
534.0,동양,1065.0,8.0,+0.76%,500.0,7677.0,9836.0,79.0
535.0,유진투자증권,2620.0,25.0,-0.95%,5000.0,18216.0,80764.0,181.0
536.0,STX,8860.0,840.0,-8.66%,2500.0,11886.0,7418.0,-20.0
537.0,대원강업,4030.0,170.0,-4.05%,500.0,10245.0,10104.0,221.0
538.0,KBSTAR 미국나스닥100,12840.0,195.0,-1.50%,0.0,,,
539.0,삼영무역,13400.0,0.0,0.00%,500.0,4925.0,6242.0,194.0
540.0,아주스틸,9350.0,10.0,-0.11%,500.0,10562.0,7602.0,46.0
541.0,HLB글로벌,5760.0,60.0,+1.05%,500.0,446.0,1202.0,-147.0
542.0,KBSTAR 미국S&P500,11835.0,215.0,-1.78%,0.0,,,
543.0,성신양회,9910.0,160.0,+1.64%,5000.0,10304.0,11876.0,18.0
544.0,JW홀딩스,3345.0,95.0,+2.92%,500.0,8645.0,11576.0,1033.0
545.0,미래에셋 레버리지 원유선물혼합 ETN(H),5910.0,450.0,-7.08%,0.0,,,
546.0,대한제분,142700.0,1100.0,+0.78%,5000.0,13682.0,13184.0,433.0
547.0,동화약품,8600.0,130.0,+1.53%,1000.0,3404.0,4611.0,299.0
548.0,TIGER 리츠부동산인프라,4525.0,25.0,+0.56%,0.0,,,
549.0,현대코퍼레이션,18140.0,210.0,-1.14%,5000.0,61270.0,18313.0,668.0
550.0,경동인베스트,101300.0,300.0,-0.30%,5000.0,2755.0,5868.0,147.0
551.0,삼성 인버스 2X WTI원유 선물 ETN,160.0,10.0,+6.67%,0.0,,,
552.0,NPC,6460.0,90.0,-1.37%,500.0,5446.0,5273.0,235.0
553.0,한국금융지주우,40300.0,400.0,-0.98%,5000.0,,,
554.0,대교,2785.0,10.0,-0.36%,500.0,6831.0,6667.0,-500.0
555.0,대성에너지,8470.0,70.0,+0.83%,1000.0,10209.0,8345.0,9.0
556.0,미원홀딩스,100000.0,700.0,-0.70%,500.0,4993.0,4859.0,228.0
557.0,금호건설,6270.0,10.0,-0.16%,5000.0,20485.0,16912.0,559.0
558.0,에이블씨엔씨,8830.0,170.0,+1.96%,500.0,2479.0,1954.0,100.0
559.0,동성케미컬,4605.0,10.0,-0.22%,1000.0,11401.0,8995.0,554.0
560.0,일진홀딩스,4635.0,245.0,-5.02%,1000.0,14339.0,15861.0,449.0
561.0,무림P&P,3655.0,0.0,0.00%,2500.0,7741.0,16041.0,683.0
562.0,KPX케미칼,46950.0,100.0,-0.21%,5000.0,9836.0,7768.0,465.0
563.0,KBSTAR 코스피,25735.0,30.0,-0.12%,0.0,,,
564.0,TIGER 차이나CSI300,10040.0,10.0,+0.10%,0.0,,,
565.0,KPX홀딩스,53200.0,300.0,+0.57%,5000.0,12404.0,18199.0,555.0
566.0,교촌에프앤비,8960.0,0.0,0.00%,500.0,5175.0,3050.0,88.0
567.0,넥센,4180.0,15.0,+0.36%,500.0,30040.0,47269.0,-225.0
568.0,화승인더,4045.0,50.0,+1.25%,500.0,19130.0,17795.0,733.0
569.0,덕양산업,6870.0,380.0,-5.24%,500.0,15420.0,5202.0,307.0
570.0,KODEX 골드선물(H),13270.0,150.0,+1.14%,0.0,,,
571.0,KODEX 미국채울트라30년선물(H),9135.0,75.0,+0.83%,0.0,,,
572.0,와이투솔루션,1309.0,21.0,-1.58%,500.0,1205.0,1266.0,18.0
573.0,삼성출판사,22150.0,0.0,0.00%,500.0,517.0,2115.0,-9.0
574.0,KBSTAR ESG사회책임투자,10310.0,5.0,-0.05%,0.0,,,
575.0,다올투자증권,3620.0,5.0,+0.14%,5000.0,18420.0,95037.0,1070.0
576.0,AJ네트웍스,4665.0,25.0,-0.53%,1000.0,12084.0,14814.0,754.0
577.0,한솔테크닉스,6790.0,720.0,-9.59%,5000.0,16474.0,10719.0,551.0
578.0,대덕,6390.0,40.0,-0.62%,500.0,16619.0,19034.0,1969.0
579.0,ACE 단기통안채,101400.0,5.0,0.00%,0.0,,,
580.0,디아이씨,5540.0,660.0,+13.52%,500.0,6959.0,6482.0,313.0
581.0,SOL 200TR,11550.0,30.0,-0.26%,0.0,,,
