N,종목명,현재가,전일비,등락률,액면가,매출액,자산총계,영업이익
582.0,이월드,1512.0,11.0,-0.72%,1000.0,1265.0,4317.0,146.0
583.0,하이트진로홀딩스,9220.0,20.0,+0.22%,5000.0,24843.0,39450.0,2025.0
584.0,KODEX K-메타버스액티브,8625.0,95.0,-1.09%,0.0,,,
585.0,KODEX 국고채3년,57975.0,150.0,+0.26%,0.0,,,
586.0,사조산업,42600.0,50.0,+0.12%,5000.0,6610.0,11666.0,552.0
587.0,금호석유우,70400.0,100.0,-0.14%,5000.0,,,
588.0,HDC랩스,8200.0,40.0,+0.49%,500.0,6107.0,3826.0,123.0
589.0,디앤디플랫폼리츠,3305.0,0.0,0.00%,1000.0,200.0,8690.0,103.0
590.0,대창단조,7430.0,270.0,+3.77%,500.0,4215.0,3382.0,499.0
591.0,흥국화재,3290.0,5.0,-0.15%,5000.0,45289.0,139661.0,1860.0
592.0,한독,15300.0,90.0,+0.59%,500.0,5438.0,8711.0,285.0
593.0,삼부토건,1064.0,8.0,-0.75%,1000.0,4632.0,5118.0,-630.0
594.0,LS전선아시아,6830.0,20.0,-0.29%,500.0,8185.0,5067.0,275.0
595.0,TIGER KRX BBIG K-뉴딜,7125.0,155.0,+2.22%,0.0,,,
596.0,KODEX ESG종합채권(A-이상)액티브,103810.0,0.0,0.00%,0.0,,,
597.0,부국증권,20000.0,30.0,+0.15%,5000.0,9834.0,14814.0,605.0
598.0,퍼스텍,4240.0,165.0,-3.75%,500.0,1602.0,2113.0,31.0
599.0,KBSTAR 200TR,17515.0,40.0,-0.23%,0.0,,,
600.0,두산우,50800.0,400.0,+0.79%,5000.0,,,
601.0,삼영전자,10100.0,460.0,+4.77%,500.0,2278.0,5393.0,163.0
602.0,S-Oil우,50100.0,0.0,0.00%,2500.0,,,
603.0,LG우,66300.0,100.0,+0.15%,5000.0,,,
604.0,NI스틸,6970.0,30.0,+0.43%,500.0,3554.0,3974.0,677.0
605.0,경농,10170.0,60.0,-0.59%,500.0,3616.0,4486.0,410.0
606.0,예스코홀딩스,32950.0,50.0,+0.15%,5000.0,14715.0,14914.0,3.0
607.0,경인양행,4750.0,20.0,-0.42%,500.0,4026.0,5483.0,281.0
608.0,이구산업,5910.0,330.0,-5.29%,500.0,4296.0,3372.0,137.0
609.0,신한 블룸버그 -2X 천연가스 선물 ETN(H),78825.0,3790.0,+5.05%,0.0,,,
610.0,KB 블룸버그 인버스2X 천연가스선물 ETN(H),78740.0,3790.0,+5.06%,0.0,,,
611.0,삼성전기우,67700.0,1600.0,-2.31%,5000.0,,,
612.0,서연,8380.0,20.0,-0.24%,500.0,32515.0,23235.0,1886.0
613.0,TIGER 25-10 회사채(A+이상)액티브,50500.0,95.0,+0.19%,0.0,,,
614.0,CJ제일제당 우,147900.0,1000.0,+0.68%,5000.0,,,
615.0,태경비케이,7100.0,540.0,-7.07%,500.0,3451.0,3612.0,319.0
616.0,미래에셋 S&P -2X 천연가스 선물 ETN(H),78125.0,4440.0,+6.03%,0.0,,,
617.0,삼성제약,2905.0,80.0,+2.83%,500.0,518.0,1179.0,-140.0
618.0,디아이,6870.0,220.0,-3.10%,500.0,2310.0,2746.0,112.0
619.0,선진,8170.0,40.0,-0.49%,500.0,18708.0,13336.0,706.0
620.0,한신기계,5980.0,160.0,+2.75%,500.0,560.0,1157.0,-41.0
621.0,삼화전기,29300.0,400.0,-1.35%,1000.0,2391.0,1391.0,136.0
622.0,신한서부티엔디리츠,3460.0,20.0,+0.58%,1000.0,149.0,5809.0,94.0
623.0,태림포장,2710.0,50.0,+1.88%,500.0,7840.0,6512.0,309.0
624.0,JW생명과학,12030.0,160.0,+1.35%,2500.0,1889.0,2529.0,271.0
625.0,제일파마홀딩스,11830.0,920.0,+8.43%,500.0,7930.0,8657.0,-75.0
626.0,세종공업,6790.0,130.0,-1.88%,500.0,18589.0,11494.0,321.0
627.0,백산,8140.0,160.0,-1.93%,500.0,4759.0,3389.0,503.0
628.0,KSS해운,8070.0,40.0,-0.49%,500.0,4454.0,16592.0,695.0
629.0,한세예스24홀딩스,4635.0,55.0,+1.20%,500.0,33221.0,20370.0,1929.0
630.0,TIGER Fn메타버스,8585.0,65.0,-0.75%,0.0,,,
631.0,ARIRANG 코스피TR,13180.0,50.0,-0.38%,0.0,,,
632.0,대성산업,4065.0,55.0,+1.37%,5000.0,18713.0,18246.0,483.0
633.0,LS네트웍스,2330.0,5.0,+0.22%,5000.0,3629.0,13004.0,80.0
634.0,삼화페인트,6740.0,60.0,+0.90%,500.0,6460.0,5872.0,199.0
635.0,TIGER 차이나과창판STAR50(합성),8305.0,120.0,-1.42%,0.0,,,
636.0,삼영,5380.0,1240.0,+29.95%,500.0,1477.0,1358.0,10.0
637.0,ACE 베트남VN30(합성),16915.0,255.0,-1.49%,0.0,,,
638.0,KOSEF 인도Nifty50(합성),18915.0,140.0,-0.73%,0.0,,,
639.0,코람코더원리츠,4495.0,0.0,0.00%,500.0,69.0,5173.0,45.0
640.0,진양홀딩스,3240.0,15.0,-0.46%,500.0,2346.0,5971.0,52.0
641.0,KBSTAR IT플러스,17320.0,75.0,-0.43%,0.0,,,
642.0,TIGER 반도체,28605.0,310.0,-1.07%,0.0,,,
643.0,ARIRANG 고배당주,11335.0,45.0,+0.40%,0.0,,,
644.0,진흥기업,1230.0,3.0,+0.24%,500.0,6289.0,4517.0,507.0
645.0,우진,8770.0,150.0,+1.74%,500.0,1241.0,2271.0,119.0
646.0,유수홀딩스,6790.0,0.0,0.00%,2500.0,5576.0,5249.0,296.0
647.0,동아지질,12500.0,40.0,+0.32%,500.0,2663.0,3723.0,-306.0
648.0,한국내화,4270.0,700.0,-14.08%,500.0,3588.0,3260.0,105.0
649.0,경보제약,7330.0,440.0,+6.39%,500.0,1963.0,2405.0,14.0
650.0,HANARO MSCI Korea TR,13855.0,70.0,-0.50%,0.0,,,
651.0,노루페인트,8710.0,440.0,-4.81%,500.0,7533.0,6682.0,261.0
652.0,이지스밸류리츠,4690.0,0.0,0.00%,1000.0,471.0,3293.0,456.0
653.0,NH투자증권우,9130.0,10.0,-0.11%,5000.0,,,
654.0,신세계푸드,44300.0,200.0,+0.45%,5000.0,14113.0,9039.0,206.0
655.0,SNT에너지,22800.0,150.0,+0.66%,500.0,2029.0,4298.0,36.0
656.0,한국패러랠,2135.0,5.0,-0.23%,0.0,,,
657.0,ACE 중국본토CSI300,27185.0,150.0,-0.55%,0.0,,,
658.0,DB금융투자,4015.0,5.0,-0.12%,5000.0,12232.0,97574.0,238.0
659.0,강남제비스코,26200.0,800.0,-2.96%,1000.0,6732.0,9578.0,44.0
660.0,KODEX 미국나스닥100레버리지(합성 H),5385.0,30.0,-0.55%,0.0,,,
661.0,TIGER 헬스케어,27730.0,855.0,+3.18%,0.0,,,
662.0,해태제과식품,5820.0,20.0,+0.34%,500.0,5903.0,6913.0,232.0
663.0,동아타이어,12300.0,0.0,0.00%,500.0,2057.0,4744.0,224.0
664.0,신라교역,10520.0,40.0,+0.38%,500.0,4326.0,7164.0,145.0
665.0,현대약품,5240.0,80.0,+1.55%,500.0,1627.0,1812.0,80.0
666.0,삼화전자,13850.0,3190.0,+29.92%,1000.0,483.0,687.0,-43.0
667.0,아모레G3우(전환),23600.0,400.0,-1.67%,500.0,,,
668.0,제이에스코퍼레이션,12530.0,0.0,0.00%,100.0,9751.0,5338.0,815.0
669.0,KOSEF 단기자금,102670.0,20.0,+0.02%,0.0,,,
670.0,인스코비,1470.0,12.0,-0.81%,500.0,767.0,1012.0,-14.0
671.0,무학,5770.0,10.0,-0.17%,200.0,1528.0,6057.0,156.0
672.0,TIGER 23-12 국공채액티브,204235.0,5.0,0.00%,0.0,,,
673.0,한국주철관,7180.0,0.0,0.00%,500.0,4843.0,4246.0,140.0
674.0,TIGER 여행레저,3950.0,0.0,0.00%,0.0,,,
675.0,디씨엠,14310.0,20.0,+0.14%,500.0,2406.0,3070.0,245.0
676.0,샘표,56600.0,2100.0,-3.58%,1000.0,3718.0,4659.0,103.0
677.0,태경케미컬,14020.0,200.0,-1.41%,500.0,596.0,1674.0,104.0
678.0,ACE 23-12 회사채(AA-이상)액티브,103495.0,25.0,-0.02%,0.0,,,
679.0,아남전자,2095.0,50.0,+2.44%,500.0,4804.0,2708.0,206.0
680.0,KODEX 장기종합채권(AA-이상)액티브KAP,89610.0,440.0,+0.49%,0.0,,,
681.0,현대리바트,7840.0,0.0,0.00%,1000.0,14957.0,8542.0,-279.0
682.0,금호에이치티,818.0,5.0,+0.62%,500.0,2778.0,4266.0,93.0
683.0,휴비스,4645.0,65.0,+1.42%,5000.0,10217.0,7938.0,-830.0
684.0,삼성물산우B,98200.0,300.0,+0.31%,100.0,,,
685.0,HANARO 200TR,40440.0,125.0,-0.31%,0.0,,,
686.0,KBSTAR iSelect메타버스,7500.0,60.0,-0.79%,0.0,,,
687.0,동부건설,6900.0,60.0,-0.86%,5000.0,14612.0,15817.0,413.0
688.0,KODEX TRF3070,11340.0,15.0,-0.13%,0.0,,,
689.0,아시아나IDT,14190.0,130.0,-0.91%,500.0,1814.0,2056.0,102.0
690.0,HDC현대EP,4910.0,20.0,+0.41%,500.0,10459.0,6033.0,204.0
691.0,큐로,672.0,60.0,+9.80%,500.0,1057.0,1927.0,129.0
692.0,동성제약,5920.0,50.0,+0.85%,1000.0,933.0,1077.0,-31.0
693.0,광전자,2655.0,435.0,+19.59%,500.0,1522.0,2479.0,58.0
694.0,삼성 인버스 2X 코스닥150 선물 ETN,10240.0,125.0,-1.21%,0.0,,,
695.0,KODEX 23-12 국고채액티브,10205.0,5.0,-0.05%,0.0,,,
696.0,TIGER 글로벌4차산업혁신기술(합성 H),14590.0,90.0,+0.62%,0.0,,,
697.0,신원,1485.0,2.0,-0.13%,500.0,9954.0,5101.0,334.0
698.0,STX중공업,5330.0,20.0,+0.38%,2500.0,1793.0,4163.0,113.0
699.0,KTcs,3565.0,115.0,-3.12%,500.0,10295.0,4161.0,243.0
700.0,대한화섬,114200.0,300.0,+0.26%,5000.0,1509.0,8368.0,64.0
701.0,계룡건설,16920.0,20.0,+0.12%,5000.0,29497.0,25600.0,1328.0
702.0,금강공업,5150.0,50.0,+0.98%,1000.0,7289.0,10948.0,339.0
703.0,컨버즈,4100.0,0.0,0.00%,500.0,288.0,330.0,-48.0
704.0,태영건설,3850.0,45.0,+1.18%,500.0,26051.0,43233.0,915.0
705.0,유니온,9590.0,1740.0,-15.36%,500.0,2350.0,3761.0,29.0
706.0,삼양통상,49700.0,150.0,-0.30%,5000.0,1788.0,4575.0,164.0
707.0,대영포장,1371.0,7.0,-0.51%,500.0,3026.0,2474.0,119.0
708.0,황금에스티,8720.0,380.0,-4.18%,500.0,3334.0,4819.0,465.0
709.0,신일전자,2075.0,10.0,+0.48%,500.0,2027.0,1529.0,28.0
710.0,디와이,5600.0,50.0,-0.88%,500.0,10948.0,8611.0,329.0
711.0,일동홀딩스,12770.0,90.0,+0.71%,1000.0,6755.0,8626.0,-984.0
712.0,SK이노베이션우,117500.0,600.0,+0.51%,5000.0,,,
713.0,TRUE 블룸버그 인버스 2X 천연가스선물 ETN,73155.0,2740.0,+3.89%,0.0,,,
714.0,효성ITX,12650.0,90.0,-0.71%,500.0,5113.0,1768.0,223.0
715.0,사조동아원,1035.0,17.0,-1.62%,500.0,6316.0,4817.0,153.0
716.0,용평리조트,3025.0,0.0,0.00%,5000.0,1433.0,8683.0,16.0
717.0,NH올원리츠,3445.0,20.0,+0.58%,500.0,218.0,6957.0,124.0
718.0,세아특수강,16950.0,50.0,+0.30%,5000.0,10744.0,6902.0,288.0
719.0,TIGER 글로벌메타버스액티브,6390.0,70.0,-1.08%,0.0,,,
720.0,KODEX 차이나항셍테크,5620.0,40.0,-0.71%,0.0,,,
721.0,종근당바이오,26350.0,1100.0,+4.36%,2500.0,1560.0,3126.0,-148.0
722.0,미원화학,64800.0,300.0,+0.47%,1000.0,2352.0,1479.0,190.0
723.0,신한 인버스0.5X S&P500 VIX S/T선물 ETN,23730.0,0.0,0.00%,0.0,,,
724.0,벽산,2075.0,5.0,-0.24%,500.0,5199.0,6018.0,188.0
725.0,동남합성,40600.0,200.0,-0.49%,500.0,1934.0,921.0,135.0
726.0,TIGER 투자등급회사채액티브,104110.0,215.0,+0.21%,0.0,,,
727.0,KODEX 배당가치,11870.0,55.0,-0.46%,0.0,,,
728.0,수산중공업,2590.0,5.0,+0.19%,500.0,2863.0,2617.0,226.0
729.0,TIGER 코스피,25650.0,100.0,-0.39%,0.0,,,
730.0,대창,1525.0,44.0,-2.80%,500.0,14413.0,8402.0,91.0
731.0,인지컨트롤스,8770.0,10.0,+0.11%,500.0,5700.0,6069.0,171.0
732.0,ARIRANG 국고채30년액티브,98600.0,800.0,+0.82%,0.0,,,
733.0,성창기업지주,1975.0,24.0,+1.23%,500.0,2275.0,8203.0,-115.0
734.0,한국석유,10850.0,100.0,+0.93%,500.0,7479.0,3471.0,180.0
735.0,한국수출포장,3440.0,40.0,-1.15%,500.0,3414.0,3455.0,257.0
736.0,신흥,14300.0,10.0,+0.07%,500.0,1182.0,1406.0,105.0
737.0,씨티알모빌리티,15740.0,560.0,-3.44%,500.0,4231.0,2974.0,-7.0
738.0,SOL 미국배당다우존스,9190.0,195.0,-2.08%,0.0,,,
739.0,TIGER 종합채권(AA-이상)액티브,50610.0,140.0,+0.28%,0.0,,,
740.0,노루홀딩스,10120.0,60.0,-0.59%,500.0,10379.0,11720.0,300.0
741.0,동양철관,1130.0,25.0,+2.26%,500.0,2662.0,1825.0,77.0
742.0,TIGER 미국MSCI리츠(합성 H),11755.0,80.0,-0.68%,0.0,,,
743.0,샘표식품,29300.0,0.0,0.00%,500.0,3712.0,3503.0,111.0
744.0,KODEX 미국달러SOFR금리액티브(합성),10230.0,110.0,-1.06%,0.0,,,
745.0,유니켐,1575.0,26.0,-1.62%,500.0,1204.0,4349.0,33.0
746.0,KODEX 삼성그룹밸류,8855.0,10.0,-0.11%,0.0,,,
747.0,TIGER 중국소비테마,6990.0,40.0,+0.58%,0.0,,,
748.0,디와이파워,11920.0,160.0,+1.36%,500.0,4190.0,3275.0,270.0
749.0,한솔홀딩스,3130.0,10.0,+0.32%,1000.0,4672.0,7233.0,191.0
750.0,TIGER 24-04 회사채(A+이상)액티브,50400.0,45.0,+0.09%,0.0,,,
751.0,TRUE 코스피 양매도 5% OTM ETN,8620.0,0.0,0.00%,0.0,,,
752.0,유화증권,2280.0,10.0,-0.44%,1000.0,221.0,6893.0,-29.0
753.0,TIGER 현대차그룹+펀더멘털,23570.0,195.0,-0.82%,0.0,,,
754.0,팜스코,3500.0,40.0,-1.13%,500.0,19015.0,12232.0,188.0
755.0,미래산업,28050.0,600.0,-2.09%,500.0,562.0,1344.0,80.0
756.0,경동도시가스,21650.0,50.0,-0.23%,2500.0,23049.0,10676.0,253.0
757.0,대양금속,3790.0,35.0,-0.92%,500.0,2550.0,4009.0,137.0
758.0,극동유화,3655.0,5.0,+0.14%,500.0,12425.0,3531.0,306.0
759.0,삼원강재,3180.0,20.0,-0.62%,500.0,3641.0,2937.0,165.0
760.0,한국공항,40100.0,50.0,+0.12%,5000.0,4005.0,4211.0,26.0
761.0,KBSTAR 코스닥150,12795.0,70.0,+0.55%,0.0,,,
762.0,KCTC,4205.0,40.0,+0.96%,500.0,9204.0,6301.0,375.0
763.0,KC코트렐,3610.0,130.0,-3.48%,500.0,4216.0,3235.0,36.0
764.0,미래에셋 코스피 양매도 5% OTM ETN,8320.0,0.0,0.00%,0.0,,,
765.0,한컴라이프케어,4495.0,45.0,-0.99%,200.0,1001.0,2080.0,-13.0
766.0,키움 INDXX 미국테크탑10 ETN,12390.0,0.0,0.00%,0.0,,,
767.0,조선선재,98100.0,100.0,-0.10%,500.0,670.0,1451.0,94.0
768.0,조흥,204000.0,1000.0,+0.49%,5000.0,3240.0,4338.0,150.0
769.0,두산퓨얼셀1우,9140.0,170.0,+1.90%,100.0,,,
770.0,ACE 24-12 회사채(AA-이상)액티브,105630.0,80.0,+0.08%,0.0,,,
771.0,대신증권2우B,12160.0,0.0,0.00%,5000.0,,,
772.0,CJ씨푸드,3380.0,50.0,+1.50%,500.0,1527.0,1434.0,41.0
773.0,KODEX 국채선물10년,65220.0,305.0,+0.47%,0.0,,,
774.0,한국특강,2000.0,5.0,-0.25%,500.0,7959.0,5498.0,307.0
775.0,KTOP K200액티브,10165.0,25.0,-0.25%,0.0,,,
776.0,성안,1967.0,73.0,-3.58%,500.0,725.0,1239.0,-15.0
777.0,일성건설,2210.0,5.0,-0.23%,500.0,4626.0,4133.0,27.0
778.0,TIGER 200선물인버스2X,2905.0,15.0,+0.52%,0.0,,,
779.0,웅진,1483.0,26.0,-1.72%,500.0,10498.0,10944.0,423.0
780.0,ARIRANG KOFR금리,100495.0,5.0,0.00%,0.0,,,
781.0,TIGER 미국채10년선물,12030.0,50.0,-0.41%,0.0,,,
782.0,삼일제약,7840.0,160.0,+2.08%,500.0,1797.0,3567.0,40.0
783.0,대유플러스,962.0,33.0,-3.32%,500.0,5367.0,5432.0,222.0
784.0,광명전기,2680.0,0.0,0.00%,500.0,1382.0,1722.0,46.0
785.0,CJ우,51100.0,300.0,+0.59%,5000.0,,,
786.0,한진중공업홀딩스,3905.0,25.0,-0.64%,5000.0,14401.0,19960.0,371.0
787.0,세이브존I&C,2800.0,35.0,+1.27%,1000.0,1194.0,5736.0,92.0
788.0,미창석유,66000.0,200.0,+0.30%,5000.0,4188.0,3573.0,440.0
789.0,KBSTAR 2차전지액티브,12435.0,25.0,-0.20%,0.0,,,
790.0,KODEX 바이오,8235.0,235.0,+2.94%,0.0,,,
791.0,대원화성,2760.0,35.0,-1.25%,500.0,1468.0,1309.0,-74.0
792.0,KODEX 차이나CSI300,12500.0,240.0,-1.88%,0.0,,,
793.0,인천도시가스,25900.0,100.0,+0.39%,5000.0,7285.0,4231.0,81.0
794.0,한국무브넥스,3720.0,140.0,-3.63%,1000.0,13714.0,7994.0,370.0
795.0,에이플러스에셋,5010.0,290.0,+6.14%,500.0,2707.0,3453.0,14.0
796.0,미래에셋 인버스 2X 코스닥150 선물 ETN,10260.0,115.0,-1.11%,0.0,,,
797.0,한국화장품,7000.0,10.0,-0.14%,500.0,660.0,439.0,0.0
798.0,한양증권,8810.0,40.0,+0.46%,5000.0,11171.0,15029.0,372.0
799.0,KTis,3220.0,60.0,-1.83%,500.0,5358.0,3962.0,195.0
800.0,금비,111800.0,1100.0,+0.99%,5000.0,2350.0,3073.0,0.0
801.0,KODEX 미국나스닥100선물(H),16085.0,55.0,-0.34%,0.0,,,
802.0,지투알,6690.0,0.0,0.00%,1000.0,5304.0,5448.0,248.0
803.0,KBSTAR 25-11 회사채(AA-이상)액티브,52965.0,95.0,+0.18%,0.0,,,
804.0,삼익악기,1222.0,2.0,+0.16%,500.0,3257.0,5216.0,116.0
805.0,무림페이퍼,2640.0,55.0,-2.04%,2500.0,13991.0,24291.0,963.0
806.0,TIGER 미디어컨텐츠,7440.0,75.0,-1.00%,0.0,,,
807.0,삼성 레버리지 천연가스 선물 ETN B,1285.0,85.0,-6.20%,0.0,,,
808.0,제일연마,10890.0,40.0,+0.37%,500.0,834.0,1041.0,51.0
809.0,KBSTAR 코스닥150선물레버리지,11160.0,135.0,+1.22%,0.0,,,
810.0,이지스레지던스리츠,3795.0,15.0,+0.40%,1000.0,664.0,3538.0,654.0
811.0,TRUE 레버리지 나스닥 100 ETN,21505.0,385.0,-1.76%,0.0,,,
812.0,한국화장품제조,23600.0,100.0,-0.42%,500.0,1039.0,827.0,43.0
813.0,동방,2210.0,25.0,+1.14%,1000.0,7585.0,5680.0,276.0
814.0,KODEX 국고채30년액티브,101820.0,510.0,+0.50%,0.0,,,
815.0,TIGER 코스닥150,13240.0,120.0,+0.91%,0.0,,,
816.0,크라운제과,8380.0,170.0,+2.07%,200.0,4136.0,3302.0,176.0
817.0,SG세계물산,515.0,4.0,+0.78%,500.0,1613.0,3038.0,72.0
818.0,보락,1738.0,13.0,-0.74%,200.0,484.0,609.0,33.0
819.0,가온전선,16340.0,40.0,-0.24%,5000.0,14165.0,7523.0,285.0
820.0,유유제약,6010.0,20.0,+0.33%,1000.0,1389.0,1952.0,-6.0
821.0,히어로즈 단기채권ESG액티브,102285.0,0.0,0.00%,0.0,,,
822.0,KODEX 인도Nifty50,10320.0,50.0,-0.48%,0.0,,,
823.0,화승코퍼레이션,2060.0,55.0,-2.60%,500.0,15854.0,11772.0,432.0
824.0,다이나믹디자인,6010.0,390.0,-6.09%,500.0,582.0,978.0,-72.0
825.0,TRUE 인버스 2X 코스닥 150 선물 ETN,10265.0,125.0,-1.20%,0.0,,,
826.0,팜젠사이언스,6480.0,100.0,+1.57%,500.0,1509.0,3174.0,75.0
827.0,신한 S&P500 VIX S/T 선물 ETN D,17090.0,475.0,+2.86%,0.0,,,
828.0,플레이그램,809.0,3.0,+0.37%,100.0,1313.0,3036.0,-69.0
829.0,TRUE 레버리지 S&P500 선물 ETN(H),20490.0,285.0,-1.37%,0.0,,,
830.0,현대코퍼레이션홀딩스,11210.0,0.0,0.00%,5000.0,1643.0,2961.0,143.0
831.0,미래에셋글로벌리츠,3510.0,5.0,-0.14%,1000.0,120.0,3721.0,45.0
832.0,유니드비티플러스,9580.0,160.0,+1.70%,1000.0,292.0,2136.0,14.0
833.0,엔에이치스팩19호,9900.0,50.0,+0.51%,500.0,0.0,1167.0,-1.0
834.0,대구백화점,9380.0,10.0,+0.11%,5000.0,759.0,4703.0,-163.0
835.0,깨끗한나라,2725.0,35.0,+1.30%,1000.0,6065.0,6610.0,38.0
836.0,ACE 국고채10년,88820.0,405.0,+0.46%,0.0,,,
837.0,토니모리,4205.0,60.0,+1.45%,200.0,1267.0,1991.0,-73.0
838.0,고려산업,4045.0,300.0,-6.90%,1000.0,2784.0,2747.0,44.0
839.0,신영와코루,11170.0,0.0,0.00%,500.0,2014.0,4258.0,66.0
840.0,지엠비코리아,5270.0,40.0,+0.76%,500.0,6105.0,5508.0,111.0
841.0,모나리자,2745.0,20.0,-0.72%,500.0,1209.0,978.0,29.0
842.0,QV KIS CD금리투자 ETN,50180.0,0.0,0.00%,0.0,,,
843.0,메리츠 KIS CD금리투자 ETN,50175.0,0.0,0.00%,0.0,,,
844.0,화성산업,9830.0,40.0,-0.41%,5000.0,6457.0,7461.0,145.0
845.0,인팩,9960.0,100.0,+1.01%,500.0,5122.0,4112.0,208.0
846.0,기신정기,3410.0,15.0,-0.44%,500.0,1313.0,2651.0,96.0
847.0,국제약품,4680.0,80.0,+1.74%,1000.0,1266.0,1366.0,53.0
848.0,두올,2985.0,15.0,+0.51%,2500.0,5660.0,4622.0,133.0
849.0,대현,2215.0,5.0,+0.23%,500.0,3193.0,2976.0,302.0
850.0,삼성공조,12030.0,20.0,-0.17%,500.0,957.0,3087.0,87.0
851.0,콤텍시스템,807.0,16.0,+2.02%,500.0,7098.0,5584.0,159.0
852.0,KODEX 미국달러선물,12000.0,120.0,-0.99%,0.0,,,
853.0,웰바이오텍,1406.0,27.0,-1.88%,500.0,1909.0,602.0,26.0
854.0,KODEX 미국S&P500선물(H),19400.0,170.0,-0.87%,0.0,,,
855.0,휴니드,6850.0,170.0,+2.54%,5000.0,2225.0,3041.0,127.0
856.0,에이엔피,2375.0,95.0,-3.85%,500.0,1075.0,1068.0,-107.0
857.0,일신석재,1240.0,8.0,-0.64%,500.0,1377.0,1162.0,39.0
858.0,HANARO 200 TOP10,8240.0,40.0,-0.48%,0.0,,,
859.0,HL D&I,2535.0,5.0,+0.20%,5000.0,14721.0,16674.0,526.0
860.0,조광페인트,7390.0,170.0,-2.25%,500.0,2605.0,3861.0,-16.0
861.0,사조씨푸드,5450.0,110.0,+2.06%,1000.0,2011.0,3507.0,136.0
862.0,크라운해태홀딩스,6290.0,70.0,+1.13%,500.0,9791.0,11538.0,384.0
863.0,새론오토모티브,4805.0,35.0,-0.72%,500.0,1380.0,2562.0,-31.0
864.0,ACE 미국30년국채액티브(H),10020.0,95.0,+0.96%,0.0,,,
865.0,신송홀딩스,7760.0,270.0,-3.36%,500.0,2094.0,2424.0,86.0
866.0,신한 인버스 2X WTI원유 선물 ETN(H),145.0,10.0,+7.41%,0.0,,,
867.0,진양산업,7060.0,70.0,+1.00%,500.0,837.0,827.0,53.0
868.0,신한 레버리지 은 선물 ETN(H),9145.0,275.0,+3.10%,0.0,,,
869.0,남광토건,9300.0,70.0,-0.75%,5000.0,4504.0,3459.0,111.0
870.0,한화솔루션우,35300.0,250.0,-0.70%,5000.0,,,
871.0,TIGER KRX바이오K-뉴딜,6160.0,305.0,+5.21%,0.0,,,
872.0,명문제약,2645.0,60.0,+2.32%,500.0,1521.0,2304.0,64.0
873.0,SOL 2차전지소부장Fn,9170.0,15.0,+0.16%,0.0,,,
874.0,삼호개발,3570.0,15.0,-0.42%,500.0,3075.0,2824.0,45.0
875.0,DRB동일,4475.0,50.0,+1.13%,500.0,6618.0,9452.0,121.0
876.0,텔코웨어,9190.0,0.0,0.00%,500.0,426.0,1321.0,29.0
877.0,에쓰씨엔지니어링,2850.0,275.0,+10.68%,500.0,1372.0,1065.0,78.0
878.0,TIGER 국고채30년스트립액티브,48715.0,360.0,+0.74%,0.0,,,
879.0,한신공영,7630.0,10.0,-0.13%,5000.0,12216.0,23494.0,394.0
880.0,씨아이테크,1902.0,22.0,+1.17%,500.0,567.0,947.0,6.0
881.0,한일철강,3300.0,50.0,+1.54%,500.0,2552.0,3392.0,40.0
882.0,마스턴프리미어리츠,3310.0,20.0,+0.61%,1000.0,34.0,1808.0,4.0
883.0,대원전선,1220.0,14.0,-1.13%,500.0,5624.0,2460.0,13.0
884.0,케이비아이동국실업,875.0,0.0,0.00%,500.0,6142.0,5536.0,-10.0
885.0,SH에너지화학,788.0,4.0,-0.51%,500.0,1674.0,1242.0,8.0
886.0,동일고무벨트,6280.0,40.0,+0.64%,500.0,3904.0,3812.0,81.0
887.0,동방아그로,6360.0,60.0,+0.95%,500.0,1467.0,2165.0,93.0
888.0,대동전자,8160.0,90.0,-1.09%,500.0,436.0,2110.0,22.0
889.0,KODEX 은선물(H),5035.0,80.0,+1.61%,0.0,,,
890.0,대호에이엘,1531.0,4.0,+0.26%,500.0,1740.0,1570.0,93.0
891.0,KC그린홀딩스,3805.0,145.0,-3.67%,500.0,7112.0,7929.0,136.0
892.0,다스코,4400.0,95.0,-2.11%,500.0,3785.0,3461.0,115.0
893.0,TIGER 미국다우존스30,21905.0,430.0,-1.93%,0.0,,,
894.0,마니커,1329.0,16.0,-1.19%,500.0,3206.0,1746.0,-70.0
895.0,KH 필룩스,442.0,0.0,0.00%,500.0,1643.0,12460.0,-214.0
896.0,KBSTAR 비메모리반도체액티브,8630.0,145.0,-1.65%,0.0,,,
897.0,보해양조,603.0,3.0,+0.50%,500.0,909.0,1474.0,1.0
898.0,SK우,147900.0,100.0,+0.07%,200.0,,,
899.0,KBSTAR Fn5G테크,7860.0,140.0,-1.75%,0.0,,,
900.0,한솔홈데코,1039.0,9.0,-0.86%,1000.0,2834.0,3195.0,27.0
901.0,화천기공,37850.0,0.0,0.00%,5000.0,2441.0,4740.0,82.0
902.0,조비,16000.0,50.0,-0.31%,5000.0,1486.0,1300.0,119.0
903.0,코스맥스비티아이,8620.0,20.0,-0.23%,500.0,6174.0,9361.0,34.0
904.0,DSR,5170.0,20.0,-0.39%,500.0,3675.0,3647.0,358.0
905.0,한창제지,1374.0,4.0,+0.29%,500.0,2149.0,2831.0,13.0
906.0,상상인증권,753.0,9.0,+1.21%,1000.0,511.0,5981.0,-8.0
907.0,이건산업,7430.0,70.0,-0.93%,5000.0,3293.0,4428.0,193.0
